word,ipa,source
mainstream,ˈmeɪnˌstriːm,cmu_dict
managerial,ˌmænɪˈdʒɪriːəl,cmu_dict
mandatory,ˈmændəˌtɔri,cmu_dict
many,ˈmɛni,cmu_dict
marginal,ˈmɑːrdʒənəl,cmu_dict
marketable,ˈmɑːrkətəbəl,cmu_dict
master,ˈmæstɝ,cmu_dict
maternal,məˈtɝːnəl,cmu_dict
median,ˈmiːdiːən,cmu_dict
mid,ˈmɪd,cmu_dict
migrant,ˈmaɪgrənt,cmu_dict
militant,ˈmɪlətənt,cmu_dict
mini,ˈmɪni,cmu_dict
minimal,ˈmɪnəməl,cmu_dict
molecular,məˈlɛkjəlɝ,cmu_dict
monetary,ˈmɑːnəˌtɛri,cmu_dict
more,ˈmɔr,cmu_dict
morphological,ˌmɔrfəˈlɑːdʒɪkəl,cmu_dict
multinational,"ˌməlˌtaɪˈnæʃənəl, ˌməlˌtiːˈnæʃənəl",cmu_dict
municipal,mjuːˈnɪsəpəl,cmu_dict
nationalist,"ˈnæʃənələst, ˈnæʃənəlɪst, ˈnæʃnələst, ˈnæʃnəlɪst",cmu_dict
negotiable,nəˈgoʊʃəbəl,cmu_dict
neither,"ˈniːðɝ, ˈnaɪðɝ",cmu_dict
neural,"ˈnʊrəl, nˈjʊrəl",cmu_dict
next,"ˈnɛkst, ˈnɛks",cmu_dict
nominal,ˈnɑːmənəl,cmu_dict
nominal,ˈnɑːmənəl,cmu_dict
nonlinear,nɑːnˈlɪˌniːɝ,cmu_dict
notable,ˈnoʊtəbəl,cmu_dict
null,ˈnʌl,cmu_dict
obscure,əbsˈkjʊr,cmu_dict
ongoing,"ˈɑːnˌgoʊɪŋ, ˈɔnˌgoʊɪŋ",cmu_dict
operational,ˌɑːpɝˈeɪʃənəl,cmu_dict
operative,ˈɑːpɝətɪv,cmu_dict
optical,ˈɑːptɪkəl,cmu_dict
optimal,ˈɑːptɪməl,cmu_dict
optimum,ˈɑːptɪməm,cmu_dict
organizational,ˌɔrgənəˈzeɪʃənəl,cmu_dict
other,ˈʌðɝ,cmu_dict
outdated,ˈaʊtˌdeɪtɪd,cmu_dict
outgoing,ˈaʊtˌgoʊɪŋ,cmu_dict
outgoing,ˈaʊtˌgoʊɪŋ,cmu_dict
outright,ˈaʊˈtraɪt,cmu_dict
overdue,ˈoʊvɝˈduː,cmu_dict
overhead,ˈoʊvɝˈhɛd,cmu_dict
parallel,ˈpɛrəˌlɛl,cmu_dict
parallel,ˈpɛrəˌlɛl,cmu_dict
paramilitary,ˌpɛrəˈmɪləˌtɛri,cmu_dict
parliamentary,ˌpɑːrləˈmɛntɝi,cmu_dict
payable,ˈpeɪəbəl,cmu_dict
peacekeeping,ˈpiːˌskiːpɪŋ,cmu_dict
pending,ˈpɛndɪŋ,cmu_dict
periodic,ˌpɪriːˈɑːdɪk,cmu_dict
peripheral,"pɝˈɪfɝəl, pɝˈɪfrəl",cmu_dict
perpetual,pɝˈpɛtʃuːəl,cmu_dict
pharmaceutical,ˌfɑːrməˈsuːtɪkəl,cmu_dict
phenomenal,fəˈnɑːmənəl,cmu_dict
phonological,ˌfoʊnəˈlɑːdʒɪkəl,cmu_dict
photographic,ˌfoʊtəˈgræfɪk,cmu_dict
physiological,ˌfɪziːəˈlɑːdʒɪkəl,cmu_dict
plausible,ˈplɔzəbəl,cmu_dict
plural,ˈplʊrəl,cmu_dict
polar,ˈpoʊlɝ,cmu_dict
polar,ˈpoʊlɝ,cmu_dict
populist,ˈpɑːpjələst,cmu_dict
portable,ˈpɔrtəbəl,cmu_dict
pragmatic,prægˈmætɪk,cmu_dict
premier,"prɛˈmɪr, priːˈmɪr",cmu_dict
premium,ˈpriːmiːəm,cmu_dict
problematic,ˌprɑːbləˈmætɪk,cmu_dict
profound,proʊˈfaʊnd,cmu_dict
promotional,"prəˈmoʊʃənəl, pɝˈmoʊʃənəl",cmu_dict
prone,ˈproʊn,cmu_dict
prone,ˈproʊn,cmu_dict
proportional,prəˈpɔrʃənəl,cmu_dict
proprietary,prəˈpraɪəˌtɛri,cmu_dict
prospective,prəˈspɛktɪv,cmu_dict
provincial,prəˈvɪnʃəl,cmu_dict
prudent,ˈpruːdənt,cmu_dict
psychiatric,ˌsaɪkiːˈætrɪk,cmu_dict
qualitative,ˈkwɑːləˌteɪtɪv,cmu_dict
quantitative,ˈkwɑːntɪˌteɪtɪv,cmu_dict
quarterly,ˈkwɔrtɝli,cmu_dict
quasi,ˈkwɑːsi,cmu_dict
radical,ˈrædɪkəl,cmu_dict
radical,ˈrædɪkəl,cmu_dict
random,ˈrændəm,cmu_dict
reactive,riːˈæktɪv,cmu_dict
realizable,ˌriːəˈlaɪzəbəl,cmu_dict
receivable,rɪˈsiːvəbəl,cmu_dict
reformist,rɪˈfɔrmɪst,cmu_dict
regardless,rəˈgɑːrdləs,cmu_dict
regulatory,ˈrɛgjələˌtɔri,cmu_dict
relational,riːˈleɪʃənəl,cmu_dict
renewable,riːˈnuːəbəl,cmu_dict
rental,ˈrɛntəl,cmu_dict
residual,rɪˈzɪdʒuːəl,cmu_dict
resistant,"rɪˈzɪstənt, riːˈzɪstənt",cmu_dict
respective,"rɪˈspɛktɪv, riːˈspɛktɪv",cmu_dict
restrictive,riːˈstrɪktɪv,cmu_dict
retail,ˈriːˌteɪl,cmu_dict
rigid,"ˈrɪdʒəd, ˈrɪdʒɪd",cmu_dict
rigid,"ˈrɪdʒəd, ˈrɪdʒɪd",cmu_dict
rigorous,ˈrɪgɝəs,cmu_dict
rival,ˈraɪvəl,cmu_dict
robust,roʊˈbʌst,cmu_dict
satellite,ˈsætəˌlaɪt,cmu_dict
scarce,ˈskɛrs,cmu_dict
scratch,ˈskrætʃ,cmu_dict
secular,ˈsɛkjəlɝ,cmu_dict
selective,səˈlɛktɪv,cmu_dict
semantic,sɪˈmæntɪk,cmu_dict
sensory,ˈsɛnsɝi,cmu_dict
separatist,ˈsɛpɝətɪst,cmu_dict
skeptical,"ˈskɛptəkəl, ˈskɛptɪkəl",cmu_dict
slack,ˈslæk,cmu_dict
socialist,ˈsoʊʃəlɪst,cmu_dict
sole,ˈsoʊl,cmu_dict
soluble,ˈsɑːljəbəl,cmu_dict
soluble,ˈsɑːljəbəl,cmu_dict
sovereign,ˈsɑːvrən,cmu_dict
spacious,ˈspeɪʃəs,cmu_dict
spatial,ˈspeɪʃəl,cmu_dict
speculative,ˈspɛkjələtɪv,cmu_dict
speculative,ˈspɛkjələtɪv,cmu_dict
spontaneous,spɑːnˈteɪniːəs,cmu_dict
static,ˈstætɪk,cmu_dict
statistical,stəˈtɪstɪkəl,cmu_dict
statutory,ˈstætʃəˌtɔri,cmu_dict
sterling,ˈstɝːlɪŋ,cmu_dict
sterling,ˈstɝːlɪŋ,cmu_dict
stochastic,stoʊˈkæstɪk,cmu_dict
structural,ˈstrʌktʃɝəl,cmu_dict
subjective,səbˈdʒɛktɪv,cmu_dict
subordinate,"səˈbɔrdəˌneɪt, səˈbɔrdənət",cmu_dict
subprime,ˈsubprimə,generated
subsequent,ˈsʌbsəkwənt,cmu_dict
subsidiary,səbˈsɪdiːˌɛri,cmu_dict
such,ˈsʌtʃ,cmu_dict
supervisory,ˌsuːpɝˈvaɪzɝi,cmu_dict
surface,ˈsɝːfəs,cmu_dict
surgical,ˈsɝːdʒɪkəl,cmu_dict
surplus,ˈsɝːpləs,cmu_dict
susceptible,səˈsɛptəbəl,cmu_dict
sustainable,səˈsteɪnəbəl,cmu_dict
syntactic,ˈsyntactic,generated
synthetic,sɪnˈθɛtɪk,cmu_dict
tactical,ˈtæktɪkəl,cmu_dict
tangible,ˈtændʒəbəl,cmu_dict
taxable,ˈtæksəbəl,cmu_dict
temporal,ˈtɛmpɝəl,cmu_dict
textile,ˈtɛkˌstaɪl,cmu_dict
theoretical,ˌθiːɝˈɛtɪkəl,cmu_dict
thermal,ˈθɝːməl,cmu_dict
through,ˈθruː,cmu_dict
tribal,ˈtraɪbəl,cmu_dict
trim,ˈtrɪm,cmu_dict
triple,ˈtrɪpəl,cmu_dict
unattended,ənəˈtɛndɪd,cmu_dict
under,ˈʌndɝ,cmu_dict
unfavorable,ˌənˈfeɪvɝəbəl,cmu_dict
unintelligible,ˌənɪnˈtɛlədʒəbəl,cmu_dict
unpaid,ənˈpeɪd,cmu_dict
unprecedented,ənˈprɛsɪˌdɛntɪd,cmu_dict
unreal,ənˈriːl,cmu_dict
unsecured,"ˌənsɪˈkjʊrd, ˌənsiːˈkjʊrd",cmu_dict
unspecified,ənˈspɛsəˌfaɪd,cmu_dict
unstable,ənˈsteɪbəl,cmu_dict
upcoming,ˈʌpˌkəmɪŋ,cmu_dict
variable,ˈvɛriːəbəl,cmu_dict
vertical,ˈvɝːtɪkəl,cmu_dict
viable,ˈvaɪəbəl,cmu_dict
void,ˈvɔɪd,cmu_dict
volatile,ˈvɑːlətəl,cmu_dict
volatile,ˈvɑːlətəl,cmu_dict
voluntary,ˈvɑːləntɛri,cmu_dict
vulnerable,ˈvʌlnɝəbəl,cmu_dict
wary,ˈwɛri,cmu_dict
which,"ˈwɪtʃ, ˈhwɪtʃ",cmu_dict
wholesale,ˈhoʊlˌseɪl,cmu_dict
wireless,ˈwaɪrlɪs,cmu_dict
yearly,ˈjɪrli,cmu_dict
alas,əˈlæs,cmu_dict
hello,"həˈloʊ, hɛˈloʊ",cmu_dict
okay,ˌoʊˈkeɪ,cmu_dict
sorry,ˈsɑːri,cmu_dict
sorry,ˈsɑːri,cmu_dict
yeah,ˈjæ,cmu_dict
yes,ˈjɛs,cmu_dict
action,ˈækʃən,cmu_dict
action,ˈækʃən,cmu_dict
action,ˈækʃən,cmu_dict
action,ˈækʃən,cmu_dict
activity,ækˈtɪvɪti,cmu_dict
activity,ækˈtɪvɪti,cmu_dict
actor,ˈæktɝ,cmu_dict
actor,ˈæktɝ,cmu_dict
address,"ˈæˌdrɛs, æˈdrɛs",cmu_dict
address,"ˈæˌdrɛs, æˈdrɛs",cmu_dict
address,"ˈæˌdrɛs, æˈdrɛs",cmu_dict
afternoon,ˌæftɝˈnuːn,cmu_dict
age,ˈeɪdʒ,cmu_dict
age,ˈeɪdʒ,cmu_dict
age,ˈeɪdʒ,cmu_dict
airplane,ˈɛrˌpleɪn,cmu_dict
airport,ˈɛrˌpɔrt,cmu_dict
album,ˈælbəm,cmu_dict
album,ˈælbəm,cmu_dict
animal,ˈænəməl,cmu_dict
answer,ˈænsɝ,cmu_dict
answer,ˈænsɝ,cmu_dict
apple,ˈæpəl,cmu_dict
arm,ˈɑːrm,cmu_dict
arm,ˈɑːrm,cmu_dict
arm,ˈɑːrm,cmu_dict
art,ˈɑːrt,cmu_dict
art,ˈɑːrt,cmu_dict
art,ˈɑːrt,cmu_dict
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",cmu_dict
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",cmu_dict
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",cmu_dict
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",cmu_dict
aunt,"ˈænt, ˈɔnt",cmu_dict
autumn,ˈɔtəm,cmu_dict
baby,ˈbeɪbi,cmu_dict
bag,ˈbæg,cmu_dict
ball,ˈbɔl,cmu_dict
ball,ˈbɔl,cmu_dict
band,ˈbænd,cmu_dict
band,ˈbænd,cmu_dict
band,ˈbænd,cmu_dict
bank,ˈbæŋk,cmu_dict
bank,ˈbæŋk,cmu_dict
baseball,ˈbeɪsˈbɔl,cmu_dict
basketball,ˈbæskətˌbɔl,cmu_dict
bat,ˈbæt,cmu_dict
bat,ˈbæt,cmu_dict
bath,ˈbæθ,cmu_dict
bathroom,ˈbæˌθruːm,cmu_dict
beach,ˈbiːtʃ,cmu_dict
bear,ˈbɛr,cmu_dict
bed,ˈbɛd,cmu_dict
bedroom,ˈbɛˌdruːm,cmu_dict
beef,ˈbiːf,cmu_dict
bell,ˈbɛl,cmu_dict
bicycle,ˈbaɪsɪkəl,cmu_dict
bike,ˈbaɪk,cmu_dict
bird,ˈbɝːd,cmu_dict
birth,ˈbɝːθ,cmu_dict
birthday,ˈbɝːθˌdeɪ,cmu_dict
board,ˈbɔrd,cmu_dict
board,ˈbɔrd,cmu_dict
board,ˈbɔrd,cmu_dict
boat,ˈboʊt,cmu_dict
body,ˈbɑːdi,cmu_dict
body,ˈbɑːdi,cmu_dict
body,ˈbɑːdi,cmu_dict
bone,ˈboʊn,cmu_dict
book,ˈbʊk,cmu_dict
bookstore,ˈbʊkˌstɔr,cmu_dict
bottle,ˈbɑːtəl,cmu_dict
bottom,ˈbɑːtəm,cmu_dict
bowl,ˈboʊl,cmu_dict
box,ˈbɑːks,cmu_dict
boy,ˈbɔɪ,cmu_dict
brain,ˈbreɪn,cmu_dict
bread,ˈbrɛd,cmu_dict
breakfast,ˈbrɛkfəst,cmu_dict
bridge,ˈbrɪdʒ,cmu_dict
brother,ˈbrʌðɝ,cmu_dict
brush,ˈbrʌʃ,cmu_dict
bucket,ˈbʌkɪt,cmu_dict
bus,ˈbʌs,cmu_dict
business,"ˈbɪznəs, ˈbɪznɪs",cmu_dict
business,"ˈbɪznəs, ˈbɪznɪs",cmu_dict
button,ˈbʌtən,cmu_dict
café,ˈcafé,generated
cake,ˈkeɪk,cmu_dict
camera,"ˈkæmɝə, ˈkæmrə",cmu_dict
camp,ˈkæmp,cmu_dict
cap,ˈkæp,cmu_dict
cap,ˈkæp,cmu_dict
car,ˈkɑːr,cmu_dict
card,ˈkɑːrd,cmu_dict
case,ˈkeɪs,cmu_dict
case,ˈkeɪs,cmu_dict
case,ˈkeɪs,cmu_dict
cat,ˈkæt,cmu_dict
celebration,ˌsɛləˈbreɪʃən,cmu_dict
chair,ˈtʃɛr,cmu_dict
chair,ˈtʃɛr,cmu_dict
character,ˈkɛrɪktɝ,cmu_dict
character,ˈkɛrɪktɝ,cmu_dict
character,ˈkɛrɪktɝ,cmu_dict
cheese,ˈtʃiːz,cmu_dict
chicken,ˈtʃɪkən,cmu_dict
child,ˈtʃaɪld,cmu_dict
chocolate,ˈtʃɔklət,cmu_dict
church,ˈtʃɝːtʃ,cmu_dict
cinema,ˈsɪnəmə,cmu_dict
circle,ˈsɝːkəl,cmu_dict
circle,ˈsɝːkəl,cmu_dict
city,ˈsɪti,cmu_dict
class,ˈklæs,cmu_dict
class,ˈklæs,cmu_dict
class,ˈklæs,cmu_dict
classroom,ˈklæsˌruːm,cmu_dict
clock,ˈklɑːk,cmu_dict
cloth,ˈklɔθ,cmu_dict
clothes,"ˈkloʊðz, ˈkloʊz",cmu_dict
cloud,ˈklaʊd,cmu_dict
club,ˈklʌb,cmu_dict
club,ˈklʌb,cmu_dict
coach,ˈkoʊtʃ,cmu_dict
coach,ˈkoʊtʃ,cmu_dict
coat,ˈkoʊt,cmu_dict
code,ˈkoʊd,cmu_dict
code,ˈkoʊd,cmu_dict
code,ˈkoʊd,cmu_dict
coffee,"ˈkɑːfi, ˈkɔfi",cmu_dict
collection,kəˈlɛkʃən,cmu_dict
college,ˈkɑːlɪdʒ,cmu_dict
color,"ˈkʌlɝ, ˈkɔlɝ",cmu_dict
computer,kəmˈpjuːtɝ,cmu_dict
concert,"ˈkɑːnsɝt, kənˈsɝːt",cmu_dict
contest,"ˈkɑːntɛst, kənˈtɛst",cmu_dict
conversation,ˌkɑːnvɝˈseɪʃən,cmu_dict
corn,ˈkɔrn,cmu_dict
corner,ˈkɔrnɝ,cmu_dict
course,ˈkɔrs,cmu_dict
course,ˈkɔrs,cmu_dict
course,ˈkɔrs,cmu_dict
cousin,ˈkʌzən,cmu_dict
cover,ˈkʌvɝ,cmu_dict
cover,ˈkʌvɝ,cmu_dict
cover,ˈkʌvɝ,cmu_dict
cover,ˈkʌvɝ,cmu_dict
cow,ˈkaʊ,cmu_dict
cream,ˈkriːm,cmu_dict
culture,ˈkʌltʃɝ,cmu_dict
culture,ˈkʌltʃɝ,cmu_dict
cup,ˈkʌp,cmu_dict
cup,ˈkʌp,cmu_dict
cup,ˈkʌp,cmu_dict
dad,ˈdæd,cmu_dict
date,ˈdeɪt,cmu_dict
date,ˈdeɪt,cmu_dict
date,ˈdeɪt,cmu_dict
daughter,ˈdɔtɝ,cmu_dict
day,ˈdeɪ,cmu_dict
day,ˈdeɪ,cmu_dict
desk,ˈdɛsk,cmu_dict
desk,ˈdɛsk,cmu_dict
dictionary,ˈdɪkʃəˌnɛri,cmu_dict
difference,"ˈdɪfɝəns, ˈdɪfrəns",cmu_dict
difference,"ˈdɪfɝəns, ˈdɪfrəns",cmu_dict
dinner,ˈdɪnɝ,cmu_dict
dish,ˈdɪʃ,cmu_dict
dish,ˈdɪʃ,cmu_dict
doctor,"ˈdɑːktɝ, ˈdɔktɝ",cmu_dict
doctor,"ˈdɑːktɝ, ˈdɔktɝ",cmu_dict
dog,ˈdɔg,cmu_dict
dollar,"ˈdɑːlɝ, ˈdɔlɝ",cmu_dict
door,ˈdɔr,cmu_dict
drama,ˈdrɑːmə,cmu_dict
drama,ˈdrɑːmə,cmu_dict
dream,ˈdriːm,cmu_dict
dream,ˈdriːm,cmu_dict
dress,ˈdrɛs,cmu_dict
dress,ˈdrɛs,cmu_dict
driver,ˈdraɪvɝ,cmu_dict
driver,ˈdraɪvɝ,cmu_dict
e-mail,ˈiːˌmeɪl,cmu_dict
ear,"ˈiːr, ˈɪr",cmu_dict
ear,"ˈiːr, ˈɪr",cmu_dict
egg,ˈɛg,cmu_dict
end,ˈɛnd,cmu_dict
end,ˈɛnd,cmu_dict
engineer,ˈɛndʒəˈnɪr,cmu_dict
evening,ˈiːvnɪŋ,cmu_dict
event,"ɪˈvɛnt, iːˈvɛnt",cmu_dict
event,"ɪˈvɛnt, iːˈvɛnt",cmu_dict
example,ɪgˈzæmpəl,cmu_dict
eye,ˈaɪ,cmu_dict
eye,ˈaɪ,cmu_dict
eye,ˈaɪ,cmu_dict
face,ˈfeɪs,cmu_dict
face,ˈfeɪs,cmu_dict
face,ˈfeɪs,cmu_dict
face,ˈfeɪs,cmu_dict
factory,ˈfæktɝi,cmu_dict
family,"ˈfæməli, ˈfæmli",cmu_dict
fan,ˈfæn,cmu_dict
fan,ˈfæn,cmu_dict
farm,ˈfɑːrm,cmu_dict
farmer,ˈfɑːrmɝ,cmu_dict
father,ˈfɑːðɝ,cmu_dict
festival,"ˈfɛstəvəl, ˈfɛstɪvəl",cmu_dict
fever,ˈfiːvɝ,cmu_dict
field,ˈfiːld,cmu_dict
field,ˈfiːld,cmu_dict
field,ˈfiːld,cmu_dict
fight,ˈfaɪt,cmu_dict
finish,ˈfɪnɪʃ,cmu_dict
fire,"ˈfaɪɝ, ˈfaɪr",cmu_dict
fire,"ˈfaɪɝ, ˈfaɪr",cmu_dict
fire,"ˈfaɪɝ, ˈfaɪr",cmu_dict
fish,ˈfɪʃ,cmu_dict
flag,ˈflæg,cmu_dict
floor,ˈflɔr,cmu_dict
floor,ˈflɔr,cmu_dict
floor,ˈflɔr,cmu_dict
flower,ˈflaʊɝ,cmu_dict
food,ˈfuːd,cmu_dict
football,ˈfʊtˌbɔl,cmu_dict
foreigner,"ˈfɔrənɝ, ˈfɑːrənɝ, ˈfɔrnɝ, ˈfɑːrnɝ",cmu_dict
form,ˈfɔrm,cmu_dict
form,ˈfɔrm,cmu_dict
form,ˈfɔrm,cmu_dict
friend,ˈfrɛnd,cmu_dict
fruit,ˈfruːt,cmu_dict
fruit,ˈfruːt,cmu_dict
future,ˈfjuːtʃɝ,cmu_dict
game,ˈgeɪm,cmu_dict
game,ˈgeɪm,cmu_dict
garbage,ˈgɑːrbɪdʒ,cmu_dict
garden,ˈgɑːrdən,cmu_dict
ghost,ˈgoʊst,cmu_dict
gift,ˈgɪft,cmu_dict
gift,ˈgɪft,cmu_dict
girl,ˈgɝːl,cmu_dict
glass,ˈglæs,cmu_dict
glass,ˈglæs,cmu_dict
glass,ˈglæs,cmu_dict
goal,ˈgoʊl,cmu_dict
goal,ˈgoʊl,cmu_dict
grade,ˈgreɪd,cmu_dict
grade,ˈgreɪd,cmu_dict
grade,ˈgreɪd,cmu_dict
grammar,ˈgræmɝ,cmu_dict
grandmother,ˈgrændˌməðɝ,cmu_dict
grass,ˈgræs,cmu_dict
group,ˈgruːp,cmu_dict
guest,ˈgɛst,cmu_dict
guitar,gɪˈtɑːr,cmu_dict
guy,ˈgaɪ,cmu_dict
habit,ˈhæbət,cmu_dict
hair,ˈhɛr,cmu_dict
half,ˈhæf,cmu_dict
hall,ˈhɔl,cmu_dict
hall,ˈhɔl,cmu_dict
hat,ˈhæt,cmu_dict
headache,ˈhɛˌdeɪk,cmu_dict
health,ˈhɛlθ,cmu_dict
heart,ˈhɑːrt,cmu_dict
heart,ˈhɑːrt,cmu_dict
heart,ˈhɑːrt,cmu_dict
hill,ˈhɪl,cmu_dict
history,"ˈhɪstɝi, ˈhɪstri",cmu_dict
hobby,ˈhɑːbi,cmu_dict
hole,ˈhoʊl,cmu_dict
holiday,"ˈhɑːləˌdeɪ, ˈhɑːlɪˌdeɪ",cmu_dict
holiday,"ˈhɑːləˌdeɪ, ˈhɑːlɪˌdeɪ",cmu_dict
home,ˈhoʊm,cmu_dict
homework,ˈhoʊmˌwɝːk,cmu_dict
hope,ˈhoʊp,cmu_dict
horse,ˈhɔrs,cmu_dict
hospital,ˈhɑːˌspɪtəl,cmu_dict
hotel,hoʊˈtɛl,cmu_dict
hour,"ˈaʊɝ, ˈaʊr",cmu_dict
house,ˈhaʊs,cmu_dict
husband,ˈhʌzbənd,cmu_dict
ice,ˈaɪs,cmu_dict
ice cream,ˈise cream,generated
idea,aɪˈdiːə,cmu_dict
information,ˌɪnˌfɔrˈmeɪʃən,cmu_dict
internet,ˈɪntɝˌnɛt,cmu_dict
interviewer,ˈɪntɝvˌjuːɝ,cmu_dict
island,ˈaɪlənd,cmu_dict
item,ˈaɪtəm,cmu_dict
jacket,"ˈdʒækət, ˈdʒækɪt",cmu_dict
jet,ˈdʒɛt,cmu_dict
jet,ˈdʒɛt,cmu_dict
jewelry,"ˈdʒuːəlri, ˈdʒuːlri, ˈdʒuːlɝi",cmu_dict
job,"ˈdʒɑːb, ˈdʒoʊb",cmu_dict
juice,ˈdʒuːs,cmu_dict
key,ˈkiː,cmu_dict
key,ˈkiː,cmu_dict
key,ˈkiː,cmu_dict
key,ˈkiː,cmu_dict
kid,ˈkɪd,cmu_dict
kind,ˈkaɪnd,cmu_dict
king,ˈkɪŋ,cmu_dict
kitchen,ˈkɪtʃən,cmu_dict
knee,ˈniː,cmu_dict
knife,ˈnaɪf,cmu_dict
lady,ˈleɪdi,cmu_dict
language,"ˈlæŋgwədʒ, ˈlæŋgwɪdʒ",cmu_dict
leader,ˈliːdɝ,cmu_dict
leaf,ˈliːf,cmu_dict
leg,ˈlɛg,cmu_dict
lesson,ˈlɛsən,cmu_dict
lesson,ˈlɛsən,cmu_dict
letter,ˈlɛtɝ,cmu_dict
letter,ˈlɛtɝ,cmu_dict
library,ˈlaɪbrɛˌriː,cmu_dict
life,ˈlaɪf,cmu_dict
life,ˈlaɪf,cmu_dict
list,ˈlɪst,cmu_dict
luck,ˈlʌk,cmu_dict
lunch,ˈlʌntʃ,cmu_dict
machine,məˈʃiːn,cmu_dict
machine,məˈʃiːn,cmu_dict
magazine,ˈmægəˌziːn,cmu_dict
magazine,ˈmægəˌziːn,cmu_dict
mail,ˈmeɪl,cmu_dict
mail,ˈmeɪl,cmu_dict
man,ˈmæn,cmu_dict
man,ˈmæn,cmu_dict
map,ˈmæp,cmu_dict
march,ˈmɑːrtʃ,cmu_dict
march,ˈmɑːrtʃ,cmu_dict
match,ˈmætʃ,cmu_dict
match,ˈmætʃ,cmu_dict
match,ˈmætʃ,cmu_dict
matter,ˈmætɝ,cmu_dict
matter,ˈmætɝ,cmu_dict
matter,ˈmætɝ,cmu_dict
meal,ˈmiːl,cmu_dict
meat,ˈmiːt,cmu_dict
meat,ˈmiːt,cmu_dict
medicine,ˈmɛdəsən,cmu_dict
medicine,ˈmɛdəsən,cmu_dict
memory,ˈmɛmɝi,cmu_dict
memory,ˈmɛmɝi,cmu_dict
memory,ˈmɛmɝi,cmu_dict
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",cmu_dict
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",cmu_dict
milk,ˈmɪlk,cmu_dict
mind,ˈmaɪnd,cmu_dict
mind,ˈmaɪnd,cmu_dict
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",cmu_dict
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",cmu_dict
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",cmu_dict
mom,ˈmɑːm,cmu_dict
moment,ˈmoʊmənt,cmu_dict
money,ˈmʌni,cmu_dict
monkey,ˈmʌŋki,cmu_dict
month,ˈmʌnθ,cmu_dict
moon,ˈmuːn,cmu_dict
morning,ˈmɔrnɪŋ,cmu_dict
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",cmu_dict
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",cmu_dict
milk,ˈmɪlk,cmu_dict
mind,ˈmaɪnd,cmu_dict
mind,ˈmaɪnd,cmu_dict
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",cmu_dict
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",cmu_dict
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",cmu_dict
mom,ˈmɑːm,cmu_dict
moment,ˈmoʊmənt,cmu_dict
money,ˈmʌni,cmu_dict
monkey,ˈmʌŋki,cmu_dict
month,ˈmʌnθ,cmu_dict
moon,ˈmuːn,cmu_dict
morning,ˈmɔrnɪŋ,cmu_dict
mother,ˈmʌðɝ,cmu_dict
mountain,ˈmaʊntən,cmu_dict
mountain,ˈmaʊntən,cmu_dict
mouse,ˈmaʊs,cmu_dict
mouse,ˈmaʊs,cmu_dict
mouth,ˈmaʊθ,cmu_dict
mouth,ˈmaʊθ,cmu_dict
movie,ˈmuːvi,cmu_dict
music,ˈmjuːzɪk,cmu_dict
musician,mjuːˈzɪʃən,cmu_dict
name,ˈneɪm,cmu_dict
name,ˈneɪm,cmu_dict
neck,ˈnɛk,cmu_dict
neck,ˈnɛk,cmu_dict
neighbor,ˈneɪbɝ,cmu_dict
news,"ˈnuːz, nˈjuːz",cmu_dict
newspaper,ˈnuːzˌpeɪpɝ,cmu_dict
night,ˈnaɪt,cmu_dict
noise,ˈnɔɪz,cmu_dict
nose,ˈnoʊz,cmu_dict
nose,ˈnoʊz,cmu_dict
number,ˈnʌmbɝ,cmu_dict
number,ˈnʌmbɝ,cmu_dict
number,ˈnʌmbɝ,cmu_dict
nurse,ˈnɝːs,cmu_dict
office,ˈɔfəs,cmu_dict
office,ˈɔfəs,cmu_dict
officer,"ˈɔfəsɝ, ˈɔfɪsɝ",cmu_dict
officer,"ˈɔfəsɝ, ˈɔfɪsɝ",cmu_dict
officer,"ˈɔfəsɝ, ˈɔfɪsɝ",cmu_dict
opera,ˈɑːprə,cmu_dict
owner,ˈoʊnɝ,cmu_dict
page,ˈpeɪdʒ,cmu_dict
pair,ˈpɛr,cmu_dict
paper,ˈpeɪpɝ,cmu_dict
paper,ˈpeɪpɝ,cmu_dict
paper,ˈpeɪpɝ,cmu_dict
paper,ˈpeɪpɝ,cmu_dict
paragraph,"ˈpærəˌgræf, ˈpɛrəˌgræf",cmu_dict
parent,ˈpɛrənt,cmu_dict
partner,ˈpɑːrtnɝ,cmu_dict
partner,ˈpɑːrtnɝ,cmu_dict
party,ˈpɑːrti,cmu_dict
party,ˈpɑːrti,cmu_dict
party,ˈpɑːrti,cmu_dict
